PMX Bone Weight
-0.2723827,10.99347,-0.6802207,0.8936459,-0.0166887,-0.4484621,右足D,下半身,,,0.8202487,0.1797513,0,0,False,0,0,0,0,0,0,0,0,0
-0.3686618,11.00954,-0.8588406,0.7799023,-0.02990398,-0.6251864,右足D,下半身,,,0.8046845,0.1953155,0,0,False,0,0,0,0,0,0,0,0,0
-0.37162,11.27439,-0.8668717,0.781343,-0.01019534,-0.6240184,右足D,下半身,,,0.6854047,0.3145953,0,0,False,0,0,0,0,0,0,0,0,0
-0.4759699,11.02479,-0.9528309,0.66132,-0.02256423,-0.7497643,右足D,下半身,,,0.8035859,0.1964141,0,0,False,0,0,0,0,0,0,0,0,0
-1.218974,8.139237,0.3191374,-0.5553508,-0.09945992,0.8256471,右足D,右足D,,,0.968719,0.03128099,0,0,False,0,0,0,0,0,0,0,0,0
-1.300628,8.652293,0.3648612,-0.5023267,-0.1555628,0.8505691,右足D,右足D,,,0.8883039,0.1116961,0,0,False,0,0,0,0,0,0,0,0,0
-1.476454,8.292078,0.1463623,-0.7736312,-0.1807955,0.6072955,右足D,右足D,,,0.9590296,0.04097039,0,0,False,0,0,0,0,0,0,0,0,0
-1.447835,8.141544,0.1371755,-0.7878239,-0.1519332,0.5968665,右足D,右足D,,,0.9836729,0.01632708,0,0,False,0,0,0,0,0,0,0,0,0
-0.6246859,8.651412,-0.7920468,0.6368545,-0.13067,-0.75983,右足D,右足D,,,0.9099718,0.09002823,0,0,False,0,0,0,0,0,0,0,0,0
-0.4507059,8.971802,-0.6211017,0.895871,-0.06155356,-0.4400298,右足D,右足D,,,0.8290532,0.1709468,0,0,False,0,0,0,0,0,0,0,0,0
-0.452875,8.543917,-0.5487671,0.8582767,-0.1652991,-0.4858366,右足D,右足D,,,0.9189746,0.08102542,0,0,False,0,0,0,0,0,0,0,0,0
-0.609708,9.127292,-0.8784997,0.6266822,-0.1660378,-0.7613808,右足D,右足D,,,0.7398794,0.2601206,0,0,False,0,0,0,0,0,0,0,0,0
-0.3193081,9.126251,-0.04099701,0.9882495,-0.1256041,0.08709942,右足D,右足D,,,0.6759747,0.3240253,0,0,False,0,0,0,0,0,0,0,0,0
-0.353663,8.814735,-0.2904728,0.9697654,0.2439335,-0.007161355,右足D,右足D,,,0.7976959,0.2023041,0,0,False,0,0,0,0,0,0,0,0,0
-0.3147478,9.126374,-0.3300705,0.9673998,-0.1530778,-0.2017532,右足D,右足D,,,0.6820325,0.3179675,0,0,False,0,0,0,0,0,0,0,0,0
-1.265586,6.042954,0.7448189,-0.5311637,0.2711418,0.8027124,右ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-1.320701,5.606521,0.8361642,-0.659412,0.1653709,0.7333676,右ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.9917151,5.610396,0.9377355,-0.06922886,0.1527232,0.9858412,右ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.9864454,6.047136,0.8349628,0.1201582,0.2804948,0.9523048,右ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-1.497111,5.603101,0.5473508,-0.9314272,0.09557981,0.3511518,右ひざD,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
